%change_stocks,%change_benchmark
0.0027396769688070276,0.00493011160472422
-0.00539295344559721,0.008194511833521925
0.0182954198610337,0.0066306614619539555
-0.0002821073418435154,0.003346613545816709
0.0048324514991181814,-0.0013235916984328674
-0.04668796293045955,-0.011822085564332237
-0.009187318186839506,-0.01105150214592276
0.03112515098020998,0.004122816534664158
0.01665164894575601,0.010750945434900103
-0.04110681745665959,-0.021032658078999424
-0.019133006747388895,-0.008981463787502444
0.0036185450433470767,0.007878904743540357
0.007361225869451049,0.006886953707798277
0.03746924166728787,0.010450597176981604
-0.036726919897940746,0.0014237743451980462
-0.013952620779705311,0.003487311551048907
0.01170973478112811,0.00454448246364411
-0.014715506441539784,-0.002341795731545041
-0.0033779936994725894,0.002027207255268199
-0.017099550613146504,-0.008198903263589524
0.0018791894300438361,0.003140265177948403
0.020400270714493025,0.0046822742474916385
-0.001970816751942538,0.0029826897470040066
0.008905176014886369,7.965588656994507e-05
-0.00643643549449529,-0.0014071419089339513
-0.00022730286212188086,0.0019142826757417059
-0.024004850230196398,-0.008703959239995682
-0.010055518888069276,0.005889281507656036
0.0020393756373049267,-0.0010911219927612523
0.015127201565557765,0.00151858265618754
0.021571916025677984,0.009709512662268507
0.005982035024154727,0.0009220960560635002
-0.0120805117334785,-0.0047378395451674335
-0.012664957751827513,-0.008780281392150622
0.0012500480787722167,0.0034685165421558467
0.01580777135393661,0.0036692369050784243
0.0017206822221381237,-0.006304969799724476
0.017309398418181614,0.008424420154625347
0.011355624002671708,0.0024321894992862473
0.014016805489304115,0.004008650245266052
0.023973222362945537,0.006146572104018996
-0.0075448361162648555,-0.0007309941520468608
-0.0028485970659448603,0.005172954331696149
-0.0003392372518212658,0.001611477881166514
-0.01064494811480833,0.0011158397342744624
-0.016229487480367368,-0.0004924959174680467
-0.0005138180350131874,0.0020228215767634145
0.0169647119303786,0.00652207671204509
0.004387073478967438,0.00475700694265884
0.010407491956212973,0.0010492642354447217
-0.0027929979363837793,0.0001022599447795368
-0.003050575327802913,-0.0034764826175869472
-0.013402762865936599,-0.007079827621588321
0.000743629273601103,0.0030484654335021363
-0.013556618819776748,0.0008241899757894019
-0.002333357830528371,0.0027793504555047636
0.019078838327102658,0.007314068675255263
0.0027648770262211045,0.0011464676059208393
0.002631104703550255,-0.0027483713355048456
0.015439643396362125,-0.00030621618862918383
-0.0005841224887158879,-0.006024096385542204
0.024848570720130303,0.0045197740112995575
-0.004579624989198959,-0.0007158196134574843
0.0021527777777777934,0.0019443307408923223
-0.0033954680895295483,-0.000510673067102412
0.012845918509247647,0.006693235234007778
-0.0005749395026342916,0.001015073846622284
0.004112752968652033,0.0049181159052882365
-0.004241273750277937,-0.003481331987891008
-0.01916702447402313,-0.006430054174472087
0.008737677073666163,0.0044843049327354025
-0.008644632689904211,-0.003956980519480525
0.014148135177727065,0.0013751655291841206
0.009824234262232907,0.005035349168404357
-0.0001538803494794259,-0.0018724696356275535
